sentencia,razon
T-012/03,"llm_no_pertinente: El empleador es una entidad estatal (INPEC) y el vínculo es de empleado público bajo régimen estatutario/administrativo, no regido por CST sino por normas especiales de carrera penitenciaria."
T-340/05,"llm_no_pertinente: Los accionantes son docentes oficiales del magisterio vinculados a la Gobernación del Valle del Cauca bajo régimen estatutario, no regidos por CST sino por estatutos especiales de empleados públicos; además, el caso involucra negociación colectiva con sindicato (SUTEV), lo que constituye derecho colectivo."
T-001/07,no_pasa_prefiltro_keywords
T-519/11,"llm_no_pertinente: El caso trata sobre derechos de población desplazada y ayuda humanitaria, no sobre una relación laboral individual regida por el CST."
T-340/12,"llm_no_pertinente: El caso trata sobre derecho de asociación sindical y fuero sindical (despido por afiliación sindical), que es materia de derecho colectivo, no derecho laboral individual."
T-1045/10,"llm_no_pertinente: El tema central es sustitución pensional (derecho de sobrevivientes), que es materia de seguridad social en pensiones, no derecho laboral individual."
SU-488/20,no_pasa_prefiltro_keywords
T-1157/04,"llm_no_pertinente: El accionante es empleado público (Agregado Civil en Embajada) bajo régimen estatutario del Ministerio de Relaciones Exteriores, no regido por CST sino por normas administrativas especiales de la función pública diplomática."
T-455/98,no_pasa_prefiltro_keywords
T-604/14,"llm_no_pertinente: El tema central es pensión de invalidez (seguridad social), no relación laboral individual regida por CST."
T-849/09,"llm_no_pertinente: El tema central es pensión de sobrevivientes (seguridad social), no relación laboral individual regida por el CST."
T-705/96,no_pasa_prefiltro_keywords
T-489/99,sin_articulos_fundamento_directo
T-158/12,"llm_no_pertinente: El caso trata sobre liquidación judicial conforme a la Ley 1116 de 2006 (insolvencia) y potestades jurisdiccionales de la Superintendencia de Sociedades, no sobre relación laboral individual regida por el CST."
T-546/08,"llm_no_pertinente: El tema central es pensión de sobrevivientes (indemnización sustitutiva), que es seguridad social, no derecho laboral individual."
T-1588/00,"llm_no_pertinente: El vínculo es de empleado público (funcionarios del Ministerio de Hacienda declarados insubsistentes), regido por normas administrativas/estatutarias, no por CST. El litigio es contencioso-administrativo, no laboral individual."
T-451/23,no_pasa_prefiltro_keywords
T-1122/00,"llm_no_pertinente: El tema central es pensión de vejez (jubilación) y seguridad social en salud (EPS), no relación laboral individual regida por CST."
T-834/04,no_pasa_prefiltro_keywords
T-588/11,"llm_no_pertinente: El tema central es pensión de vejez (seguridad social), no relación laboral individual regida por CST."
T-885/12,"llm_no_pertinente: El caso trata sobre indexación de mesada pensional, que es materia de seguridad social (pensión), no de derecho laboral individual."
T-003/03,no_pasa_prefiltro_keywords
T-746/04,"llm_no_pertinente: El caso trata sobre derechos pensionales y mesadas pensionales, materia de seguridad social excluida del alcance de derecho laboral individual."
T-422/96,no_pasa_prefiltro_keywords
T-145/96,"llm_no_pertinente: El accionante es una estudiante en formación académica, no hay relación laboral individual regida por el CST. El conflicto trata sobre derechos educativos y cancelación de matrícula, no sobre contratación, terminación, salario u otras materias propias del derecho laboral individual."
T-064/11,sin_texto_o_url_no_resuelve
T-424/10,"llm_no_pertinente: El accionante es empleado público bajo régimen estatutario (nombrada en entidad estatal municipal), no regido por CST sino por normas administrativas de carrera pública."
T-891/00,"llm_no_pertinente: El accionante es docente oficial (empleado público bajo régimen estatutario del magisterio), no trabajador regido por CST"
T-016/23,sin_texto_o_url_no_resuelve
T-214/20,sin_texto_o_url_no_resuelve
T-646/15,sin_articulos_fundamento_directo
T-681/08,"llm_no_pertinente: El tema central es pensión de vejez y reconocimiento de prestación pensional ante entidad administradora; es seguridad social en pensiones, no relación laboral individual."
T-481/00,"llm_no_pertinente: El caso trata sobre derechos de personas de la tercera edad respecto a recursos depositados en una entidad financiera en crisis, seguridad social y salud; no sobre una relación laboral individual regida por el CST."
T-191/11,"llm_no_pertinente: El tema central es el derecho a la vivienda digna y solidaridad en desastres, ajeno al derecho laboral individual."
T-726/11,"llm_no_pertinente: El caso versa centralmente sobre pensión de invalidez y dictamen de pérdida de capacidad laboral ante Junta de Calificación de Invalidez; es seguridad social pensional, no relación laboral individual."
T-087/14,no_pasa_prefiltro_keywords
T-014/94,"llm_no_pertinente: El caso trata sobre derechos ambientales y salud pública, no sobre relación laboral individual regida por el CST"
T-539/92,"llm_no_pertinente: El caso trata sobre derecho a la educación como derecho fundamental, no sobre relación laboral individual regida por el Código Sustantivo del Trabajo."
SU-242/15,"llm_no_pertinente: El caso trata sobre procedibilidad de acciones de tutela contra providencias judiciales (defectos sustantivos y fácticos), no sobre una relación laboral individual regida por el CST."
T-778/12,"llm_no_pertinente: El accionante es servidor público de entidad estatal (DIAN) bajo régimen administrativo, no trabajador regido por CST. El tema es traslado de funcionario público, competencia de jurisdicción contencioso-administrativa."
T-614/06,"llm_no_pertinente: El tema central es pago de licencia de maternidad reclamado contra una EPS (Solsalud), que es un litigio de seguridad social en salud, no de relación laboral individual ante empleador."
T-530/09,no_pasa_prefiltro_keywords
T-955/03,"llm_no_pertinente: El caso trata sobre derechos de comunidades negras, territorio colectivo y daño ecológico; no sobre una relación laboral individual regida por el CST."
T-836/11,"llm_no_pertinente: El tema central es indemnización sustitutiva de pensión de vejez, que es materia de seguridad social pensional, no relación laboral individual."
T-800/11,no_pasa_prefiltro_keywords
T-760/12,no_pasa_prefiltro_keywords
T-564/13,"llm_no_pertinente: El fragmento trata sobre procedibilidad de acciones de tutela contra providencias judiciales y defectos sustantivos procesales, no sobre una relación laboral individual regida por el CST."
T-962/02,"llm_no_pertinente: El accionante actúa como representante de una empresa (Inversiones Neuman Zambrano & Cia S en C) ante una cooperativa, no como trabajador individual bajo contrato de trabajo. La relación es de asociado/miembro cooperativo, no de empleador-trabajador regida por el CST."
T-1013/99,"llm_no_pertinente: El caso trata sobre derecho tributario y procedimientos administrativos fiscales, no sobre relación laboral individual regida por el CST."
T-348/96,no_pasa_prefiltro_keywords
T-796/98,no_pasa_prefiltro_keywords
T-893/14,"llm_no_pertinente: El caso trata sobre acción de tutela contra providencias judiciales en materia de gestión pensional y contribuciones parafiscales (UGPP), lo que corresponde a seguridad social/pensiones, no a relación laboral individual regida por el CST."
T-857/99,"llm_no_pertinente: El caso trata sobre habeas data y derecho al buen nombre en relación con reportes crediticios, no sobre una relación laboral individual regida por el CST."
T-143/13,"llm_no_pertinente: El tema central es pensión de invalidez y seguridad social, no derecho laboral individual regulado por CST."
T-918/03,"llm_no_pertinente: El caso versa sobre seguridad social en salud (SISBEN, régimen subsidiado, EPS, suministro de medicamentos) y acceso a servicios de salud, no sobre relación laboral individual regida por el CST."
T-615/07,"llm_no_pertinente: El tema central es seguridad social en salud (régimen de afiliación al Fondo de Prestaciones Sociales del Magisterio y cobertura de servicios de salud), no una relación laboral individual regida por CST."
T-240/16,"llm_no_pertinente: El caso trata sobre contratos de seguros y derecho comercial/civil, no sobre relación laboral individual regida por el CST."
T-089/12,"llm_no_pertinente: El caso trata sobre derecho fundamental al agua potable y suspensión de servicios públicos domiciliarios, no sobre relación laboral individual regida por el Código Sustantivo del Trabajo."
T-116/11,no_pasa_prefiltro_keywords
T-047/11,no_pasa_prefiltro_keywords
T-045/15,no_pasa_prefiltro_keywords
T-816/08,"llm_no_pertinente: El caso trata sobre seguridad social en salud (EPS): cobertura de servicios médicos y continuidad del servicio de salud tras terminación de contrato, no sobre relación laboral individual regida por CST."
T-482/93,"llm_no_pertinente: El accionante es docente oficial (empleado público en el sector educativo regido por estatuto especial), no trabajador bajo CST. La sentencia cita explícitamente normas laborales especiales del sector educativo y rechaza la tutela por existir jurisdicción laboral especial, indicando régimen administrativo distinto."
T-259/03,"llm_no_pertinente: El tema central es pensión de invalidez ante administradoras de fondos de pensiones, que es seguridad social en pensiones, no derecho laboral individual."
T-718/10,"llm_no_pertinente: El caso trata centralmente sobre pensión de invalidez y requisitos para su reconocimiento, que es materia de seguridad social (sistema pensional), no derecho laboral individual."
T-355/05,"llm_no_pertinente: El tema central es seguridad social en salud (EPS): negación de pago de licencia de maternidad por la EPS, no un litigio de relación laboral individual entre empleador y trabajador."
T-040/12,"llm_no_pertinente: El caso trata sobre requisitos de idoneidad profesional y potestad de selección de una IPS, no sobre una relación laboral individual regida por el CST (contratación, terminación, salario, jornada, etc.). Es un asunto de acceso a la profesión y discriminación en la selección, no de relación contractual laboral existente."
